tx_count,mean_inter_tx_interval,std_inter_tx_interval,max_burst_rate,unique_fn_count,failed_tx_ratio,mean_gas_ratio,tx_value_entropy,unique_states_visited,state_transition_freq,most_freq_transition_ratio,reverse_transition_count,terminal_state_reach_count,mean_time_in_state,state_sequence_entropy,repeated_state_visit_count,distinct_roles_assumed,role_change_freq,admin_fn_call_ratio,guard_failure_rate,delegatecall_count,contract_creation_count,unique_interacted_contracts,self_ref_call_count,total_value_transferred,mean_value_per_tx,value_variance,max_single_tx_value,cumulative_balance_delta,value_gini,token_transfer_count,flash_loan_indicator,address,contract_id,label,be_category
185.0,95.8695652173913,34.4216872332673,1.0,3.0,0.02702702702702703,0.723723416216216,2.089050633558211,4.0,0.016216216216216217,0.3333333333333333,0.0,0.0,95.86740331491713,0.2588210202142467,184.0,1.0,0.0,0.0,0.02702702702702703,0.0,0.0,1.0,0.0,479821288697.15265,2593628587.5521765,6.434688226850095e+19,72065850266.16158,479821288697.15265,0.8554535367274706,0.0,0.0,0xNoisyBenign0009,kg_d65a20e36bb3,0,
189.0,93.51063829787235,31.20036302327371,1.0,3.0,0.021164021164021163,0.7380622857142859,1.963874750578282,4.0,0.015873015873015872,0.3333333333333333,0.0,0.0,93.85945945945946,0.1879035951821248,187.0,1.0,0.0,0.0,0.021164021164021163,0.0,0.0,1.0,0.0,736902449257.892,3898954757.9782643,5.302346997808981e+20,291598675600.07135,736902449257.892,0.9110583896255637,0.0,0.0,0xNoisyBenign0010,kg_d65a20e36bb3,0,
124.0,94.92682926829268,35.689986464678014,1.0,3.0,0.03225806451612903,0.7238438387096774,2.056875037378392,4.0,0.024193548387096774,0.3333333333333333,0.0,0.0,94.2,0.47673591124421044,123.0,1.0,0.0,0.0,0.03225806451612903,0.0,0.0,1.0,0.0,479539336033.4592,3867252709.947252,4.858133964845927e+20,234308059247.534,479539336033.4592,0.9134807083055324,0.0,0.0,0xNoisyBenign0011,kg_d65a20e36bb3,0,
131.0,96.83076923076923,35.75883719963252,1.0,3.0,0.04580152671755725,0.7331345343511451,2.067440072571924,4.0,0.022900763358778626,0.3333333333333333,0.0,0.0,96.37795275590551,0.3528499410141909,131.0,1.0,0.0,0.0,0.04580152671755725,0.0,0.0,1.0,0.0,303959199177.86523,2320299230.3653836,7.594773544497665e+19,72581388437.94472,303959199177.86523,0.8775594107413952,0.0,0.0,0xNoisyBenign0012,kg_d65a20e36bb3,0,
137.0,95.47058823529412,31.00212069986944,1.0,3.0,0.06569343065693431,0.7423305693430656,1.9486357588859304,4.0,0.021897810218978103,0.3333333333333333,0.0,0.0,95.6390977443609,0.2241197550217075,136.0,1.0,0.0,0.0,0.06569343065693431,0.0,0.0,1.0,0.0,531393751178.4903,3878786504.952484,2.950110044144679e+20,151655494005.1603,531393751178.4903,0.9086747104698425,0.0,0.0,0xNoisyBenign0013,kg_d65a20e36bb3,0,
153.0,98.28947368421052,32.769054637390056,1.0,3.0,0.0718954248366013,0.7080580653594771,1.9583247998198636,4.0,0.0196078431372549,0.3333333333333333,0.0,0.0,97.61073825503355,0.252268794639342,152.0,1.0,0.0,0.0,0.0718954248366013,0.0,0.0,1.0,0.0,405777498024.18915,2652140509.9620204,8.698844662985525e+19,95476042452.90259,405777498024.18915,0.8733563282096883,0.0,0.0,0xNoisyBenign0014,kg_d65a20e36bb3,0,
110.0,17.94495412844037,5.999747490688607,1.0,3.0,0.0,0.5141634545454546,1.938831518963945,4.0,1.0,0.2545454545454545,0.0,0.0,0.0,1.3861290627557743,110.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2170037942829.8352,19727617662.089413,8.376503531032063e+21,783478098009.6135,2170037942829.8352,0.9050519551395675,0.0,0.0,0xAdversary0000,kg_d65a20e36bb3,1,BE-1
12.0,0.0,0.0,12.0,3.0,0.0,0.4479235,2.0228085339077313,4.0,1.0,0.25,0.0,0.0,0.0,1.3862943611198906,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74185176968.7046,6182098080.725384,3.800285215401898e+19,23891792399.93555,74185176968.7046,0.4731827681103962,0.0,0.0,0xAdversary0001,kg_d65a20e36bb3,1,BE-2
84.0,145.73493975903614,51.492211210607536,1.0,3.0,0.0,0.3540456547619048,2.2250247280214164,1.0,0.0,0.0,0.0,0.0,145.73493975903614,0.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.13325565834028e+19,9.682447212309857e+17,1.2069487009019656e+32,9.899071787776339e+17,8.13325565834028e+19,0.006531470630131118,0.0,0.0,0xAdversary0002,kg_d65a20e36bb3,1,BE-3
46.0,30.666666666666668,13.984117975602022,1.0,7.0,0.06521739130434782,0.47950684782608693,2.0743817117238956,4.0,0.0,0.0,0.0,0.0,0.0,1.3853488835229786,46.0,2.0,1.0,0.5,0.06521739130434782,0.0,0.0,1.0,0.0,10002169670.3973,217438471.09559348,1.1729802939303883e+17,1514873358.3353262,10002169670.3973,0.6514850099465314,5.0,0.0,0xAdversary0003,kg_d65a20e36bb3,1,BE-4
36.0,16.8,5.878775382679627,1.0,7.0,0.0,0.43173988888888887,1.3296613625186815,2.0,0.16666666666666666,1.0,0.0,0.0,16.8,0.0,36.0,2.0,0.3142857142857143,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,40110410462.85623,1114178068.412673,1.2225400036258273e+19,19204515655.29275,40110410462.85623,0.9058982260131438,0.0,0.0,0xAdversary0004,kg_d65a20e36bb3,1,BE-5
84.0,84.0,0.0,1.0,3.0,0.0,0.5,2.03766805789474,4.0,1.0,0.25,0.0,0.0,0.0,1.3862943611198906,84.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16017902968.635164,190689321.05518052,7737155743374674.0,569994924.8103619,16017902968.635164,0.2430496441769058,0.0,0.0,0xAdversary0005,kg_d65a20e36bb3,1,BE-6
193.0,17.5,5.979130371550699,1.0,3.0,0.0,0.5116822970639032,2.01050378638509,4.0,1.0,0.2538860103626943,0.0,0.0,0.0,1.3862542294326015,193.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1930546507551.104,10002831645.342508,1.438910388163136e+21,302820095618.76654,1930546507551.104,0.8830498907677572,0.0,0.0,0xAdversary0006,kg_d65a20e36bb3,1,BE-1
9.0,0.0,0.0,9.0,3.0,0.0,0.4364262222222222,1.7351264659485268,4.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.3689223607537346,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40980176507.48585,4553352945.276205,1.7551040149626436e+19,12106769160.275595,40980176507.48585,0.49924276110301113,0.0,0.0,0xAdversary0007,kg_d65a20e36bb3,1,BE-2
67.0,150.72727272727272,50.74551643265175,1.0,3.0,0.0,0.3499055223880597,2.174776606162815,1.0,0.0,0.0,0.0,0.0,150.72727272727272,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.492897253699198e+19,9.690891423431639e+17,1.299982663681926e+32,9.883516853127309e+17,6.492897253699198e+19,0.0067063631981517345,0.0,0.0,0xAdversary0008,kg_d65a20e36bb3,1,BE-3
86.0,30.63529411764706,12.552803351137081,1.0,7.0,0.16279069767441862,0.48711447674418606,2.0779128157200524,4.0,0.0,0.0,0.0,0.0,0.0,1.3860239202984954,86.0,2.0,1.0,0.5,0.16279069767441862,0.0,0.0,1.0,0.0,44430034523.40541,516628308.41169083,3.6318563970436634e+18,13840187207.432482,44430034523.40541,0.87818647972617,11.0,0.0,0xAdversary0009,kg_d65a20e36bb3,1,BE-4
40.0,17.23076923076923,5.950486032558067,1.0,6.0,0.0,0.4681962500000001,1.0397207869648664,2.0,0.1,1.0,0.0,0.0,17.23076923076923,0.0,40.0,2.0,0.358974358974359,0.175,0.0,0.0,0.0,1.0,0.0,43787336657.46437,1094683416.4366093,2.0481259023763313e+19,22421750009.757458,43787336657.46437,0.947193034781295,0.0,0.0,0xAdversary0010,kg_d65a20e36bb3,1,BE-5
